Date,Day,Employee_ID,Role,Shift,Hours_worked,Hourly_rate,Job_status,,,,,,,,,
2024-07-15,Monday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-15,Monday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-15,Monday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-15,Monday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-16,Tuesday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-07-16,Tuesday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-07-16,Tuesday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-16,Tuesday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-16,Tuesday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-16,Tuesday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-16,Tuesday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-16,Tuesday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-16,Tuesday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-16,Tuesday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-17,Wednesday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-07-17,Wednesday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-07-17,Wednesday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-17,Wednesday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-17,Wednesday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-17,Wednesday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-17,Wednesday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-17,Wednesday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-17,Wednesday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-17,Wednesday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-18,Thursday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-07-18,Thursday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-07-18,Thursday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-18,Thursday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-18,Thursday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-18,Thursday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-18,Thursday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-18,Thursday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-18,Thursday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-18,Thursday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-19,Friday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-07-19,Friday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-07-19,Friday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-19,Friday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-19,Friday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-19,Friday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-19,Friday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-19,Friday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-19,Friday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-19,Friday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-20,Saturday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-07-20,Saturday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-07-20,Saturday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-20,Saturday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-20,Saturday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-20,Saturday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-20,Saturday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-20,Saturday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-20,Saturday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-20,Saturday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-21,Sunday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-07-21,Sunday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-07-21,Sunday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-21,Sunday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-21,Sunday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-21,Sunday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-21,Sunday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-21,Sunday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-21,Sunday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-21,Sunday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-22,Monday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-07-22,Monday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-07-22,Monday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-22,Monday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-22,Monday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-22,Monday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-22,Monday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-22,Monday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-22,Monday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-22,Monday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-23,Tuesday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-07-23,Tuesday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-07-23,Tuesday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-23,Tuesday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-23,Tuesday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-23,Tuesday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-23,Tuesday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-23,Tuesday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-23,Tuesday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-23,Tuesday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-24,Wednesday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-07-24,Wednesday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-07-24,Wednesday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-24,Wednesday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-24,Wednesday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-24,Wednesday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-24,Wednesday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-24,Wednesday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-24,Wednesday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-24,Wednesday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-25,Thursday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-07-25,Thursday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-07-25,Thursday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-25,Thursday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-25,Thursday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-25,Thursday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-25,Thursday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-25,Thursday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-25,Thursday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-25,Thursday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-26,Friday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-07-26,Friday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-07-26,Friday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-26,Friday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-26,Friday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-26,Friday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-26,Friday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-26,Friday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-26,Friday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-26,Friday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-27,Saturday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-07-27,Saturday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-07-27,Saturday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-27,Saturday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-27,Saturday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-27,Saturday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-27,Saturday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-27,Saturday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-27,Saturday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-27,Saturday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-28,Sunday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-07-28,Sunday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-07-28,Sunday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-28,Sunday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-28,Sunday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-28,Sunday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-28,Sunday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-28,Sunday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-28,Sunday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-28,Sunday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-29,Monday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-07-29,Monday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-07-29,Monday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-29,Monday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-29,Monday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-29,Monday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-29,Monday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-29,Monday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-29,Monday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-29,Monday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-30,Tuesday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-07-30,Tuesday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-07-30,Tuesday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-30,Tuesday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-30,Tuesday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-30,Tuesday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-30,Tuesday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-30,Tuesday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-30,Tuesday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-30,Tuesday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-31,Wednesday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-07-31,Wednesday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-07-31,Wednesday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-31,Wednesday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-31,Wednesday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-31,Wednesday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-31,Wednesday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-07-31,Wednesday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-31,Wednesday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-07-31,Wednesday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-01,Thursday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-08-01,Thursday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-08-01,Thursday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-01,Thursday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-01,Thursday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-01,Thursday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-01,Thursday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-01,Thursday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-01,Thursday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-01,Thursday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-02,Friday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-08-02,Friday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-08-02,Friday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-02,Friday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-02,Friday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-02,Friday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-02,Friday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-02,Friday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-02,Friday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-02,Friday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-03,Saturday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-08-03,Saturday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-08-03,Saturday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-03,Saturday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-03,Saturday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-03,Saturday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-03,Saturday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-03,Saturday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-03,Saturday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-03,Saturday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-04,Sunday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-08-04,Sunday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-08-04,Sunday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-04,Sunday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-04,Sunday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-04,Sunday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-04,Sunday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-04,Sunday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-04,Sunday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-04,Sunday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-05,Monday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-08-05,Monday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-08-05,Monday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-05,Monday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-05,Monday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-05,Monday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-05,Monday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-05,Monday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-05,Monday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-05,Monday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-06,Tuesday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-08-06,Tuesday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-08-06,Tuesday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-06,Tuesday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-06,Tuesday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-06,Tuesday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-06,Tuesday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-06,Tuesday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-06,Tuesday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-06,Tuesday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-07,Wednesday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-08-07,Wednesday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-08-07,Wednesday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-07,Wednesday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-07,Wednesday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-07,Wednesday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-07,Wednesday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-07,Wednesday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-07,Wednesday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-07,Wednesday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-08,Thursday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-08-08,Thursday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-08-08,Thursday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-08,Thursday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-08,Thursday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-08,Thursday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-08,Thursday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-08,Thursday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-08,Thursday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-08,Thursday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-09,Friday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-08-09,Friday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-08-09,Friday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-09,Friday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-09,Friday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-09,Friday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-09,Friday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-09,Friday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-09,Friday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-09,Friday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-10,Saturday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-08-10,Saturday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-08-10,Saturday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-10,Saturday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-10,Saturday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-10,Saturday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-10,Saturday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-10,Saturday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-10,Saturday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-10,Saturday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-11,Sunday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-08-11,Sunday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-08-11,Sunday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-11,Sunday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-11,Sunday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-11,Sunday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-11,Sunday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-11,Sunday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-11,Sunday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-11,Sunday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-12,Monday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-08-12,Monday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-08-12,Monday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-12,Monday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-12,Monday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-12,Monday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-12,Monday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-12,Monday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-12,Monday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-12,Monday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-13,Tuesday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-08-13,Tuesday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-08-13,Tuesday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-13,Tuesday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-13,Tuesday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-13,Tuesday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-13,Tuesday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-13,Tuesday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-13,Tuesday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-13,Tuesday,EID10,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-14,Wednesday,EID1,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-08-14,Wednesday,EID2,chef,7pm - 10pm,3,15,Full-time,,,,,,,,,
2024-08-14,Wednesday,EID3,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-14,Wednesday,EID4,dishwasher,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-14,Wednesday,EID5,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-14,Wednesday,EID6,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-14,Wednesday,EID7,service,7pm - 10pm,3,14,Full-time,,,,,,,,,
2024-08-14,Wednesday,EID8,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
2024-08-14,Wednesday,EID9,service,7pm - 10pm,3,13,Part-time,,,,,,,,,
